episode,score
1002,-31.410275541576127
1003,-233.33407225168386
1004,-171.10026500007965
1005,-81.78239784345317
1006,-93.04682118547434
1007,-272.09663423947785
1008,-232.06941008199428
1009,-555.1731923150614
1010,-233.3292306087399
1011,-303.83669267997266
1012,-215.1203076224534
1013,-421.20722752634146
1014,-98.6465528134574
1015,-59.46274758457825
1016,-392.77826581972295
1017,-69.99730929665088
1018,-91.0584906642041
1019,-408.8868921038551
1020,-119.70066275873967
1021,-104.52625517880723
1022,-192.37284839573715
1023,-167.89083707688192
1024,-123.23095371677732
1025,-46.50478691480274
1026,-105.4569300500957
1027,-98.56797283395393
1028,-92.62420394755506
1029,-353.4553595916537
1030,-173.06753859732441
1031,-306.59049771705435
1032,-411.78570134125744
1033,-112.82636835890146
1034,-338.44991907653855
1035,-281.1880936943286
1036,-131.64050973407677
1037,-390.44007964832133
1038,-278.22120407324195
1039,-121.55374018623687
1040,-75.52732987337444
1041,-183.45908274944492
1042,-121.81604183674239
1043,-97.0298481932357
1044,-120.20838808683949
1045,-160.48343187220257
1046,-154.08541469615557
1047,-201.02114175222795
1048,-67.99050434026836
1049,-242.80059460989648
1050,-63.14001588260247
1051,-387.9427624363142
1052,-175.43151740935417
1053,-403.2527400003137
1054,-146.66455054580928
1055,-198.50708507638586
1056,-306.78658207927015
1057,-260.7897678925723
1058,-150.73266771662838
1059,-78.96966260081555
1060,-280.332367656302
1061,-91.40539909747223
1062,-302.0797463879287
1063,-433.6264848270622
1064,-86.09016752845672
1065,-289.6398535837927
1066,-202.17373154625412
1067,-193.9309127182308
1068,-253.15260867344938
1069,-65.35793217458253
1070,-121.16299126305628
1071,-171.75247095643113
1072,-107.67681386207514
1073,-259.6596841227981
1074,-213.55966305594674
1075,-156.9481804158953
1076,-123.88073651732094
1077,-137.76590002103973
1078,-336.4569182767724
1079,-290.0967123625088
1080,-130.89975361456067
1081,-95.8555863958841
1082,-97.68103646311116
1083,-130.27693633094395
1084,-297.927782606993
1085,-142.85824454942076
1086,-185.79829692026158
1087,-131.27301301002348
1088,-277.98682396817145
1089,-370.1518480164217
1090,-126.0659758740874
1091,-208.41621602684853
1092,-491.3944703359321
1093,-209.6669472696779
1094,-259.6777063532553
1095,-112.78561437585248
1096,-286.6422035089518
1097,-318.25604970425945
1098,-103.4017280919303
1099,-109.3862204416202
1100,-408.133475067597
1101,-355.37125713881767
1102,-255.99360519308638
1103,-394.6617255073202
1104,-98.92778321206286
1105,-132.86698888552965
1106,-9.901888328183858
1107,-101.87972012321535
1108,-55.849650340092225
1109,-93.91738331449616
1110,-80.69138035427815
1111,-297.9458246576394
1112,-114.96533700495831
1113,-94.01754627163972
1114,-75.31167769853401
1115,-105.34803845252537
1116,-112.53332265713397
1117,-107.45033160190502
1118,-103.51854385536751
1119,26.177551120094634
1120,-116.37819332948088
1121,-413.34338461614095
1122,-300.0024321088879
1123,-159.73390436351482
1124,-217.42002791273188
1125,-75.91889069976533
1126,-357.3998358139845
1127,-129.73072666088788
1128,-150.88539231299157
1129,-297.3569538307977
1130,-349.52232132367396
1131,-191.7544732046341
1132,-404.18331751592643
1133,-130.57351511182506
1134,-104.73431070291386
1135,-108.44984400460565
1136,-130.7760746569635
1137,-97.4955463290173
1138,-130.20980938513446
1139,-357.90794814345844
1140,-290.0103772716536
1141,-227.9969151364889
1142,-198.58735544436075
1143,-358.2326589621731
1144,-92.22836043393036
1145,-72.62314139831241
1146,-322.5003808294982
1147,-327.3598881246353
1148,-96.17537847323234
1149,-97.89995102191266
1150,-155.20914987036926
1151,-176.648597326808
1152,-221.8471026907375
1153,-404.8216228149524
1154,-76.8366680709481
1155,-107.12930939387343
1156,-231.31345373599441
1157,-72.75176826945085
1158,-447.8930380339568
1159,-423.7824227153347
1160,-138.23567023544337
1161,-224.37597004966148
1162,-306.54229585123875
1163,-123.27064629752627
1164,-214.52922547696517
1165,-217.93969515587014
1166,-137.37381186667912
1167,-94.93430793869175
1168,-172.34094252695556
1169,-269.8556893779586
1170,-108.23379201853032
1171,-85.10249621019828
1172,-177.49923249626048
1173,-95.79582877543913
1174,-82.10020912689032
1175,-236.02668509623086
1176,-112.08577651897309
1177,-138.14944217656478
1178,-205.1446556831835
1179,-379.15090519042906
1180,-75.86743983521453
1181,-129.3926969473252
1182,-230.09627127864817
1183,-105.83006400843594
1184,-388.0083906149604
1185,-275.0008934487789
1186,-163.11800948172225
1187,-345.89247509254227
1188,-102.93871922087168
1189,-129.6802024577605
1190,-186.73892277170705
1191,-156.6277196387027
1192,-145.66923012575393
1193,-67.7862696331418
1194,-165.1319880609861
1195,-132.20674844321388
1196,-412.55370367428594
1197,-116.81505398183029
1198,-231.05931632603156
1199,-391.34514275367997
1200,-85.17203333975327
1201,-251.7736861273336
1202,-309.1404959436071
1203,-385.09147575048894
1204,-72.52363052220417
1205,-103.89111979514033
1206,-217.50192130933243
1207,-373.4331337775394
1208,-42.99955480353634
1209,-101.13399383836057
1210,-403.20405659828805
1211,-69.24556578850485
1212,-348.4419336040162
1213,-37.057677473392715
1214,-132.59855802432776
1215,-290.7152173909873
1216,-147.8758529658131
1217,-114.5648595027307
1218,-309.80871270098595
1219,-200.56012006264922
1220,-163.46566493454424
1221,-296.70049086350934
1222,-129.04157017736878
1223,-221.2824452165852
1224,-95.34945682373223
1225,-363.1886680211909
1226,-121.0162464279765
1227,-96.44941328511588
1228,-123.02569090406081
1229,-110.93636213497986
1230,-54.50270524964773
1231,-204.06291424074465
1232,-93.65351868132913
1233,-6.424183067846684
1234,-124.61343624973206
1235,-79.69427365830673
1236,-64.47926729157201
1237,-92.8986402407795
1238,-257.8587551630677
1239,-337.1323355402567
1240,-57.256349961548864
1241,-238.68864536506558
1242,-106.06321352936979
1243,-110.78192895311828
1244,-104.01702272723426
1245,-125.53642621300335
1246,-233.0094857853566
1247,-152.18997178183233
1248,-321.6347129264542
1249,-127.18440261830234
1250,-123.24148120368008
1251,-204.0721499249558
1252,-189.77781088434523
